,ID,experiment_ID,sample_ID,sample_type,sample_state,sample_lot,biopsy_id,culture_date,biopsy_replicate,biopsy_diameter_mm,digestion_volume_ul,dilution_factor,assay_volume_ul,loaded_weight1_mg,loaded_weight2_mg,tube_weight1_mg,tube_weight2_mg,operator,std_conc_ug_per_well,media_type,biomaterial_id,reaction_date,abs,sheet_name,location,data check,normalized_abs,r_squared,net weight mg,ug/well,mg/ml,mg/biopsy,mg/cm2
0,23,HP16-20231023,S5,standard,liquid,,,,,,,1,20,,,,,,1,,,12-30-1899,1.16,Plate1,E10,,1.16,0.996986517,,,,,
1,23,HP16-20231023,S5,standard,liquid,,,,,,,1,20,,,,,,1,,,12-30-1899,1.166,Plate1,F10,,1.166,0.996986517,,,,,
2,26,HP16-20231023,S2,standard,liquid,,,,,,,1,20,,,,,,0.4,,,12-30-1899,0.521,Plate1,G10,,0.521,0.996986517,,,,,
3,26,HP16-20231023,S2,standard,liquid,,,,,,,1,20,,,,,,0.4,,,12-30-1899,0.531,Plate1,H10,,0.531,0.996986517,,,,,
4,24,HP16-20231023,S4,standard,liquid,,,,,,,1,20,,,,,,0.8,,,12-30-1899,0.977,Plate1,E11,,0.977,0.996986517,,,,,
5,24,HP16-20231023,S4,standard,liquid,,,,,,,1,20,,,,,,0.8,,,12-30-1899,0.977,Plate1,F11,,0.977,0.996986517,,,,,
6,27,HP16-20231023,S1,standard,liquid,,,,,,,1,20,,,,,,0.2,,,12-30-1899,0.323,Plate1,G11,,0.323,0.996986517,,,,,
7,27,HP16-20231023,S1,standard,liquid,,,,,,,1,20,,,,,,0.2,,,12-30-1899,0.319,Plate1,H11,,0.319,0.996986517,,,,,
8,25,HP16-20231023,S3,standard,liquid,,,,,,,1,20,,,,,,0.6,,,12-30-1899,0.702,Plate1,E12,,0.702,0.996986517,,,,,
9,25,HP16-20231023,S3,standard,liquid,,,,,,,1,20,,,,,,0.6,,,12-30-1899,0.786,Plate1,F12,,0.786,0.996986517,,,,,
